time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-08T05:22:47.910Z,35.9531667,-117.3471667,1.88,2.86,ml,31,74,0.08087,0.16,ci,ci38942264,2019-08-08T05:33:51.430Z,"21km N of Trona, CA",earthquake,0.24,0.65,0.157,25,automatic,ci,ci
2019-08-08T05:19:20.150Z,35.5616667,-117.3263333,2.6,1.19,ml,18,81,0.04233,0.22,ci,ci38942256,2019-08-08T05:23:05.169Z,"23km SSE of Trona, CA",earthquake,0.36,0.39,0.177,15,automatic,ci,ci
2019-08-08T05:11:27.494Z,60.1275,-141.5132,1.3,2.3,ml,,,,1.3,ak,ak019a3x9xnx,2019-08-08T18:03:59.593Z,"51km E of Cape Yakataga, Alaska",ice quake,,7.1,,,automatic,ak,ak
2019-08-08T05:08:06.150Z,35.554,-120.3135,5.94,1.63,md,53,57,0.02991,0.06,nc,nc73244566,2019-08-09T01:55:03.667Z,"13km SSE of Shandon, CA",earthquake,0.19,0.33,0.228,32,reviewed,nc,nc
2019-08-08T05:06:50.070Z,35.8955,-117.6715,3.19,0.22,ml,8,88,0.05503,0.09,ci,ci38942232,2019-08-08T05:10:29.049Z,"22km ESE of Little Lake, CA",earthquake,0.28,1.47,0.04,4,automatic,ci,ci
2019-08-08T05:04:36.620Z,61.508,-151.8952,83.3,1.6,ml,,,,0.64,ak,ak019a3x8gby,2019-08-08T05:10:11.331Z,"96km NNW of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-08-08T05:03:48.720Z,38.81,-122.822,3.67,0.43,md,20,60,0.005721,0.04,nc,nc73244561,2019-08-13T20:31:04.694Z,"7km WNW of The Geysers, CA",earthquake,0.29,0.65,0.133,2,reviewed,nc,nc
2019-08-08T05:03:20.540Z,35.5433333,-84.1238333,19.9,2.05,md,10,61,0.09641,0.11,se,se60259442,2019-08-09T04:01:06.705Z,"11km ESE of Vonore, Tennessee",earthquake,0.33,0.65,0.134,8,reviewed,se,se
2019-08-08T05:02:27.140Z,35.8655,-117.7073333,5.35,0.84,ml,13,69,0.07359,0.18,ci,ci38942216,2019-08-08T05:06:15.326Z,"20km ESE of Little Lake, CA",earthquake,0.38,1.29,0.14,6,automatic,ci,ci
2019-08-08T05:00:08.090Z,54.4738333,-164.7098333,0.61,1.21,ml,4,234,0.06946,0.28,av,av70842559,2019-08-09T00:07:34.200Z,"78km ENE of Akutan, Alaska",earthquake,3.26,1.55,0.157,3,reviewed,av,av
2019-08-08T04:59:18.604Z,61.4537,-149.7661,46.6,2,ml,,,,0.64,ak,ak019a3wyrqs,2019-08-08T05:06:49.970Z,"11km SW of Knik-Fairview, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-08T04:52:33.180Z,35.8706667,-117.6861667,11.12,0.94,ml,15,81,0.08236,0.19,ci,ci38942176,2019-08-08T04:56:15.765Z,"21km ESE of Little Lake, CA",earthquake,0.45,0.79,0.303,9,automatic,ci,ci
2019-08-08T04:51:18.780Z,35.6181667,-117.4196667,5.02,0.93,ml,15,107,0.0469,0.19,ci,ci38942168,2019-08-08T04:55:00.761Z,"17km SSW of Trona, CA",earthquake,0.36,0.52,0.136,6,automatic,ci,ci
2019-08-08T04:50:49.260Z,36.1028333,-117.8325,2.56,1,ml,10,181,0.02333,0.27,ci,ci38942160,2019-08-08T04:54:37.888Z,"12km ENE of Coso Junction, CA",earthquake,3.41,2.85,0.208,9,automatic,ci,ci
2019-08-08T04:49:14.270Z,38.7869987,-122.7371674,1.63,0.58,md,7,101,0.003772,0.01,nc,nc73244556,2019-08-08T05:05:02.470Z,"2km ENE of The Geysers, CA",earthquake,0.75,0.83,,2,automatic,nc,nc
2019-08-08T04:46:04.310Z,39.031,-122.5748333,2.61,1.38,md,4,208,0.1189,0.07,nc,nc73244551,2019-08-10T02:35:02.933Z,"8km E of Clearlake Oaks, CA",earthquake,0.7,7.74,0.355,4,reviewed,nc,nc
2019-08-08T04:40:35.820Z,35.7835,-117.6138333,10.5,1.27,ml,23,103,0.0348,0.17,ci,ci38942136,2019-08-08T04:44:18.523Z,"19km NNE of Ridgecrest, CA",earthquake,0.3,0.56,0.077,13,automatic,ci,ci
2019-08-08T04:39:23.019Z,-14.883,-76.0311,17.25,4.9,mww,,131,2.984,0.97,us,us6000527g,2019-08-13T16:00:52.116Z,"84km SSW of Santiago, Peru",earthquake,8.9,4.9,0.078,16,reviewed,us,us
2019-08-08T04:38:32.560Z,38.8035011,-122.7806702,2.02,0.79,md,15,64,,0.04,nc,nc73244546,2019-08-08T04:55:03.415Z,"4km NW of The Geysers, CA",earthquake,0.26,0.51,0.18,6,automatic,nc,nc
2019-08-08T04:36:08.949Z,57.857,-154.3176,45.4,1.9,ml,,,,0.56,ak,ak019a3wttj2,2019-08-08T04:40:43.786Z,"40km NNW of Larsen Bay, Alaska",earthquake,,3.1,,,automatic,ak,ak
2019-08-08T04:34:00.320Z,35.9543333,-117.3445,3.05,1.73,ml,25,101,0.08041,0.15,ci,ci38942128,2019-08-08T04:37:45.557Z,"21km N of Trona, CA",earthquake,0.31,0.83,0.122,20,automatic,ci,ci
2019-08-08T04:32:12.370Z,35.7278333,-117.5598333,6.23,0.84,ml,15,128,0.09292,0.15,ci,ci38942120,2019-08-08T04:35:58.906Z,"15km WSW of Searles Valley, CA",earthquake,0.36,1.13,0.037,11,automatic,ci,ci
2019-08-08T04:28:31.490Z,35.878,-117.7018333,4.86,0.5,ml,10,72,0.0813,0.13,ci,ci38942112,2019-08-08T04:32:16.544Z,"20km ESE of Little Lake, CA",earthquake,0.32,0.84,0.146,4,automatic,ci,ci
2019-08-08T04:26:19.480Z,35.955,-117.3343333,1.13,1.2,ml,18,107,0.07615,0.18,ci,ci38942104,2019-08-08T04:29:54.977Z,"22km N of Trona, CA",earthquake,0.41,0.6,0.092,11,automatic,ci,ci
2019-08-08T04:24:48.270Z,35.8971667,-117.725,9.4,0.44,ml,10,104,0.07894,0.14,ci,ci38942096,2019-08-08T04:28:23.416Z,"17km ESE of Little Lake, CA",earthquake,0.4,1.25,0.138,4,automatic,ci,ci
2019-08-08T04:14:41.329Z,35.83083333,-98.091,5,1.65,ml,54,39,0.2699470272,0.25,ok,ok2019pklo,2019-08-12T18:28:38.525Z,"14km WSW of Kingfisher, Oklahoma",earthquake,,1,0.27,16,reviewed,ok,ok
2019-08-08T04:14:35.180Z,35.9366667,-117.697,3.35,0.44,ml,9,74,0.03946,0.13,ci,ci38942080,2019-08-08T04:18:05.946Z,"19km E of Little Lake, CA",earthquake,0.37,0.91,0.076,4,automatic,ci,ci
2019-08-08T04:04:11.380Z,39.5983333,-123.4098333,6.59,1.48,md,14,94,0.04219,0.08,nc,nc73244536,2019-08-10T01:17:02.897Z,"12km SSE of Laytonville, CA",earthquake,0.31,0.7,0.199,11,reviewed,nc,nc
2019-08-08T04:03:48.410Z,35.7858333,-117.6116667,9.89,1.17,ml,21,105,0.03198,0.18,ci,ci38942048,2019-08-08T04:07:45.882Z,"19km W of Searles Valley, CA",earthquake,0.36,0.67,0.223,12,automatic,ci,ci
2019-08-08T04:03:36.770Z,35.7485,-117.5433333,0.38,0.59,ml,10,141,0.1279,0.15,ci,ci38942056,2019-08-08T04:07:18.878Z,"13km W of Searles Valley, CA",earthquake,0.41,31.61,0.103,6,automatic,ci,ci
2019-08-08T04:02:56.300Z,34.465,-116.4985,10.29,0.88,ml,28,130,0.1364,0.23,ci,ci38942032,2019-08-08T16:19:31.466Z,"39km NE of Big Bear City, CA",earthquake,0.41,0.75,0.148,9,reviewed,ci,ci
2019-08-08T03:52:52.580Z,53.8566667,-166.7513333,8.91,-0.23,ml,5,135,0.04721,0.14,av,av70842549,2019-08-09T00:07:28.890Z,"14km WSW of Dutch Harbor, Alaska",earthquake,0.51,1.09,0.214,5,reviewed,av,av
2019-08-08T03:52:52.140Z,53.8608333,-166.7548333,8.44,-0.15,ml,6,80,0.05152,0.14,av,av70842544,2019-08-09T00:07:23.560Z,"14km W of Unalaska, Alaska",earthquake,0.39,1,0.186,6,reviewed,av,av
2019-08-08T03:51:58.710Z,38.8146667,-122.80233,3.72,1.2,md,13,49,0.008653,0.02,nc,nc73244531,2019-08-08T07:00:02.767Z,"6km NW of The Geysers, CA",earthquake,0.33,0.89,0.65,2,automatic,nc,nc
2019-08-08T03:48:54.900Z,36.1131667,-117.8351667,1.67,1.15,ml,13,125,0.01654,0.11,ci,ci38942000,2019-08-08T03:52:22.314Z,"13km NE of Coso Junction, CA",earthquake,0.31,0.27,0.264,15,automatic,ci,ci
2019-08-08T03:48:02.600Z,19.4713326,-155.343338,5.88,1.79,ml,18,166,0.04576,0.12,hv,hv71078032,2019-08-08T03:53:42.970Z,"11km WNW of Volcano, Hawaii",earthquake,0.47,1.11,0.06,3,automatic,hv,hv
2019-08-08T03:42:58.780Z,35.8258333,-117.6455,3.06,1.59,ml,25,86,0.04028,0.16,ci,ci38941976,2019-08-08T03:46:48.751Z,"23km WNW of Searles Valley, CA",earthquake,0.2,0.4,0.185,20,automatic,ci,ci
2019-08-08T03:40:11.690Z,35.9058333,-117.6636667,3.54,0.5,ml,6,141,0.04334,0.04,ci,ci38941968,2019-08-08T03:43:48.737Z,"22km E of Little Lake, CA",earthquake,0.31,0.68,0.039,3,automatic,ci,ci
2019-08-08T03:39:26.930Z,35.5915,-117.4131667,10.55,1.19,ml,15,114,0.07734,0.22,ci,ci38941960,2019-08-08T03:43:03.733Z,"19km S of Trona, CA",earthquake,0.62,1.11,0.251,14,automatic,ci,ci
2019-08-08T03:38:47.060Z,35.7371667,-117.522,0.92,1.09,ml,16,141,0.1076,0.21,ci,ci38941952,2019-08-08T03:42:30.029Z,"11km WSW of Searles Valley, CA",earthquake,0.41,0.58,0.164,11,automatic,ci,ci
2019-08-08T03:38:04.756Z,-23.9494,-179.5336,531.78,4.9,mb,,64,5.466,0.84,us,us6000526v,2019-08-08T03:52:16.040Z,"South of the Fiji Islands",earthquake,10.6,9.9,0.122,21,reviewed,us,us
2019-08-08T03:36:40.430Z,53.858,-166.7575,8.81,-0.45,ml,6,79,0.04885,0.19,av,av70842539,2019-08-09T00:07:18.240Z,"14km W of Unalaska, Alaska",earthquake,0.51,1.33,0.282,6,reviewed,av,av
2019-08-08T03:35:41.440Z,53.8623333,-166.7753333,8.35,-0.55,ml,5,135,0.05534,0.14,av,av70842534,2019-08-09T00:07:12.930Z,"15km W of Unalaska, Alaska",earthquake,0.53,1.2,0.342,5,reviewed,av,av
2019-08-08T03:28:12.600Z,44.633,-110.3465,5.68,0.92,md,9,82,0.07782,0.11,uu,uu60334617,2019-08-08T16:00:45.450Z,"42km ENE of Old Faithful Geyser, Wyoming",earthquake,0.35,1.82,0.303,5,reviewed,uu,uu
2019-08-08T03:23:42.480Z,35.6476667,-117.4496667,6.51,1.11,ml,16,73,0.02741,0.22,ci,ci38941928,2019-08-08T03:27:26.586Z,"14km SSW of Searles Valley, CA",earthquake,0.45,0.77,0.175,12,automatic,ci,ci
2019-08-08T03:16:37.730Z,33.5005,-116.7925,3.46,0.81,ml,33,35,0.01353,0.17,ci,ci38941912,2019-08-08T14:54:18.910Z,"9km NE of Aguanga, CA",earthquake,0.21,0.57,0.098,26,reviewed,ci,ci
2019-08-08T03:14:38.429Z,35.13466667,-95.35516667,7,2.3,ml,44,130,0.8521327825,0.25,ok,ok2019pkjp,2019-08-08T15:11:09.176Z,"3km ENE of Quinton, Oklahoma",earthquake,,1.8,0.15,7,reviewed,ok,ok
2019-08-08T03:13:51.220Z,44.7115,-110.9656667,1.97,-0.11,md,5,135,0.05586,0.13,uu,uu60018784,2019-08-08T15:42:08.560Z,"12km ENE of West Yellowstone, Montana",earthquake,0.78,0.86,0.434,7,reviewed,uu,uu
2019-08-08T03:13:37.940Z,44.7136667,-111.0368333,10.75,1.17,ml,12,67,0.05062,0.14,uu,uu60334612,2019-08-08T15:35:54.800Z,"7km NE of West Yellowstone, Montana",earthquake,0.4,0.87,0.04,2,reviewed,uu,uu
2019-08-08T03:13:12.907Z,38.4968,-118.4905,6.3,0,ml,5,166.66,0.134,0.0898,nn,nn00699180,2019-08-09T02:07:41.588Z,"12km ESE of Hawthorne, Nevada",earthquake,,10.9,0.12,2,reviewed,nn,nn
2019-08-08T03:13:04.250Z,35.6198333,-117.4858333,3.04,1.52,ml,26,62,0.02093,0.17,ci,ci38941904,2019-08-08T03:16:48.293Z,"17km E of Ridgecrest, CA",earthquake,0.24,0.29,0.132,19,automatic,ci,ci
2019-08-08T03:10:18.226Z,64.0009,-147.5014,96,1.5,ml,,,,0.39,ak,ak019a3w2u0h,2019-08-08T03:15:17.403Z,"65km SSW of Salcha, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-08-08T03:10:06.040Z,35.609,-117.5938333,5.16,1.21,ml,21,57,0.02398,0.14,ci,ci38941888,2019-08-08T03:13:46.509Z,"8km E of Ridgecrest, CA",earthquake,0.23,0.58,0.16,17,automatic,ci,ci
2019-08-08T03:05:34.030Z,44.7106667,-111.0373333,11.13,1.67,ml,16,66,0.05349,0.16,uu,uu60334607,2019-08-08T15:32:47.440Z,"7km NE of West Yellowstone, Montana",earthquake,0.37,0.77,0.112,4,reviewed,uu,uu
2019-08-08T02:58:32.820Z,35.889,-117.7021667,7.08,0.87,ml,13,70,0.07226,0.1,ci,ci38941872,2019-08-08T03:02:15.432Z,"19km ESE of Little Lake, CA",earthquake,0.22,0.76,0.199,9,automatic,ci,ci
2019-08-08T02:54:46.640Z,35.8443333,-117.7428333,2.96,1.15,ml,19,54,0.03994,0.15,ci,ci38941864,2019-08-08T02:58:29.405Z,"18km SE of Little Lake, CA",earthquake,0.24,0.36,0.123,16,automatic,ci,ci
2019-08-08T02:50:32.027Z,60.4989,-149.4873,28.4,3.1,ml,,,,0.75,ak,ak019a3vq024,2019-08-13T19:28:43.904Z,"37km N of Bear Creek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-08-08T02:48:40.369Z,36.52816667,-98.98283333,7.97,1.5,ml,22,135,0.04769064147,0.04,ok,ok2019pkik,2019-08-09T15:01:36.527Z,"22km ENE of Mooreland, Oklahoma",earthquake,,0.1,0.22,7,reviewed,ok,ok
2019-08-08T02:45:40.399Z,35.8345,-98.08816667,5,1.82,ml,55,34,0.2699470272,0.25,ok,ok2019pkiq,2019-08-12T18:36:16.593Z,"14km WSW of Kingfisher, Oklahoma",earthquake,,1,0.22,15,reviewed,ok,ok
2019-08-08T02:45:37.299Z,36.7341,-116.2984,6.3,-0.3,ml,6,218.85,0.053,0.1499,nn,nn00699178,2019-08-09T02:07:39.406Z,"45km ESE of Beatty, Nevada",earthquake,,2.8,0.53,3,reviewed,nn,nn
2019-08-08T02:41:27.350Z,35.8851667,-117.7273333,4.32,0.79,ml,13,78,0.08231,0.1,ci,ci38941840,2019-08-08T02:45:04.308Z,"17km ESE of Little Lake, CA",earthquake,0.24,0.54,0.076,11,automatic,ci,ci
2019-08-08T02:36:54.700Z,33.3861667,-116.8706667,7.73,0.53,ml,17,70,0.03316,0.16,ci,ci38941824,2019-08-08T14:53:30.968Z,"3km N of Palomar Observatory, CA",earthquake,0.33,0.67,0.108,13,reviewed,ci,ci
2019-08-08T02:36:10.040Z,38.8291664,-122.8106689,1.89,2.16,md,43,30,,0.06,nc,nc73244516,2019-08-08T06:33:03.603Z,"7km NW of The Geysers, CA",earthquake,0.16,0.25,0.18,21,automatic,nc,nc
2019-08-08T02:36:02.932Z,37.294,-116.0373,2.4,-0.3,ml,6,295.25,0.088,0.1011,nn,nn00699177,2019-08-09T02:07:38.521Z,"77km W of Alamo, Nevada",earthquake,,17.3,0.03,3,reviewed,nn,nn
2019-08-08T02:28:08.930Z,35.8696667,-117.723,6.47,1.23,ml,23,64,0.06983,0.19,ci,ci38941808,2019-08-08T02:31:56.460Z,"18km ESE of Little Lake, CA",earthquake,0.27,0.7,0.156,17,automatic,ci,ci
2019-08-08T02:25:47.080Z,35.7628333,-117.5981667,28.49,1.06,ml,8,141,0.0528,0.11,ci,ci38941792,2019-08-08T02:29:26.222Z,"17km NNE of Ridgecrest, CA",earthquake,1.17,0.79,0.201,7,automatic,ci,ci
2019-08-08T02:22:31.330Z,35.8243333,-117.7888333,1.1,0.63,ml,9,85,0.02503,0.17,ci,ci38941784,2019-08-08T02:26:22.628Z,"16km SE of Little Lake, CA",earthquake,0.38,0.87,0.156,10,automatic,ci,ci
2019-08-08T02:19:58.800Z,35.8885,-117.7243333,3.99,0.87,ml,17,61,0.08436,0.18,ci,ci38941768,2019-08-08T02:23:45.186Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.8,0.178,12,automatic,ci,ci
2019-08-08T02:14:25.609Z,64.7875,-148.1728,12.8,0.6,ml,,,,0.27,ak,ak019a3vi9uo,2019-08-08T02:17:23.430Z,"10km SW of Ester, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-08-08T02:10:54.630Z,35.671,-117.4826667,2.86,1.53,ml,24,112,0.04839,0.16,ci,ci38941744,2019-08-08T02:14:46.127Z,"13km SSW of Searles Valley, CA",earthquake,0.27,0.37,0.161,24,automatic,ci,ci
2019-08-08T02:09:31.789Z,35.83616667,-98.09066667,14,1.9,ml,37,198,0.2672475569,0.22,ok,ok2019pkhk,2019-08-12T18:41:23.061Z,"14km W of Kingfisher, Oklahoma",earthquake,,3.6,0.22,15,reviewed,ok,ok
2019-08-08T02:05:26.240Z,35.6096667,-117.4898333,5.81,1.65,ml,27,52,0.01029,0.19,ci,ci38941600,2019-08-08T02:09:08.559Z,"17km E of Ridgecrest, CA",earthquake,0.25,0.53,0.126,26,automatic,ci,ci
2019-08-08T02:05:21.320Z,37.5656667,-118.8518333,5.95,0.86,md,19,246,0.03029,0.04,nc,nc73244511,2019-08-13T17:14:02.508Z,"14km SE of Mammoth Lakes, CA",earthquake,0.83,31.61,0.237,18,reviewed,nc,nc
2019-08-08T02:03:49.450Z,35.868,-117.71,3.46,1.01,ml,17,67,0.07421,0.2,ci,ci38941592,2019-08-08T02:07:32.552Z,"19km ESE of Little Lake, CA",earthquake,0.32,0.96,0.139,12,automatic,ci,ci
2019-08-08T01:59:48.500Z,38.823,-122.8175,2.22,0.13,md,23,50,0.005814,0.05,nc,nc73244506,2019-08-14T00:24:02.664Z,"7km NW of The Geysers, CA",earthquake,0.2,0.33,0.074,3,reviewed,nc,nc
2019-08-08T01:54:10.220Z,37.5681667,-118.8615,3.98,1.76,md,25,101,0.03374,0.06,nc,nc73244501,2019-08-13T17:45:04.288Z,"13km SE of Mammoth Lakes, CA",earthquake,0.27,0.59,0.282,26,reviewed,nc,nc
2019-08-08T01:49:18.330Z,35.9378333,-117.6708333,2.24,1.44,ml,19,89,0.0194,0.17,ci,ci38941568,2019-08-08T01:53:00.468Z,"21km E of Little Lake, CA",earthquake,0.25,0.3,0.098,18,automatic,ci,ci
2019-08-08T01:48:10.280Z,35.7546667,-117.5788333,0.48,1.5,ml,24,111,0.1326,0.17,ci,ci38941560,2019-08-08T01:51:58.465Z,"16km W of Searles Valley, CA",earthquake,0.26,0.46,0.139,19,automatic,ci,ci
2019-08-08T01:45:29.970Z,35.9065,-117.7556667,7.29,1.9,ml,30,53,0.06607,0.2,ci,ci38941552,2019-08-08T01:56:39.660Z,"14km ESE of Little Lake, CA",earthquake,0.24,0.83,0.226,26,automatic,ci,ci
2019-08-08T01:44:25.202Z,60.0382,-140.6235,9.9,1.3,ml,,,,0.9,ak,ak019a3v39p4,2019-08-08T01:49:37.987Z,"74km NW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-08T01:42:10.609Z,35.67883333,-97.39316667,7.02,1.93,ml,43,63,0.118776692,0.15,ok,ok2019pkgo,2019-08-09T15:22:11.674Z,"8km ENE of Edmond, Oklahoma",earthquake,,0.4,0.14,6,reviewed,ok,ok
2019-08-08T01:42:06.080Z,35.8765,-117.6748333,12.35,1.26,ml,10,99,0.07396,0.09,ci,ci38941544,2019-08-08T01:45:35.864Z,"22km ESE of Little Lake, CA",earthquake,0.68,1.1,0.119,11,automatic,ci,ci
2019-08-08T01:39:06.000Z,35.638,-117.5976667,6.88,1.24,ml,10,153,0.221,0.33,ci,ci38941536,2019-08-08T01:42:44.700Z,"7km ENE of Ridgecrest, CA",earthquake,2.18,31.61,0.174,11,automatic,ci,ci
2019-08-08T01:34:47.180Z,35.9141667,-117.7288333,6.91,0.8,ml,10,165,0.07202,0.05,ci,ci38941520,2019-08-08T01:38:33.818Z,"16km E of Little Lake, CA",earthquake,0.22,0.58,0.111,5,automatic,ci,ci
2019-08-08T01:33:56.992Z,68.686,-147.3278,0,2.3,ml,,,,0.85,ak,ak019a3v0z9u,2019-08-08T01:42:45.864Z,"96km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-08T01:32:36.360Z,37.6255,-118.9565,10.22,0.41,md,7,140,0.03535,0.02,nc,nc73244491,2019-08-08T15:53:03.074Z,"2km ESE of Mammoth Lakes, CA",earthquake,0.6,31.61,0.123,7,reviewed,nc,nc
2019-08-08T01:29:50.920Z,35.6075,-117.4766667,8.28,0.22,ml,7,108,0.01524,0.1,ci,ci37422885,2019-08-08T15:57:10.403Z,"18km E of Ridgecrest, CA",earthquake,0.38,0.5,0.02,2,reviewed,ci,ci
2019-08-08T01:29:24.660Z,35.9855,-117.3868333,2.24,0.71,ml,21,48,0.11,0.16,ci,ci38941504,2019-08-08T15:53:21.215Z,"24km N of Searles Valley, CA",earthquake,0.22,0.51,0.116,4,reviewed,ci,ci
2019-08-08T01:28:07.248Z,66.2772,-157.457,0,1.3,ml,,,,1.22,ak,ak019a3uzsus,2019-08-08T01:36:43.615Z,"74km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-08T01:27:42.010Z,38.8030014,-122.8051682,1.13,0.93,md,16,69,,0.05,nc,nc73244486,2019-08-08T01:35:03.730Z,"5km NW of The Geysers, CA",earthquake,0.23,0.38,0.18,6,automatic,nc,nc
2019-08-08T01:23:26.250Z,35.7706667,-117.6176667,2.04,1.32,ml,20,69,0.1535,0.19,ci,ci38941496,2019-08-08T01:27:08.749Z,"18km NNE of Ridgecrest, CA",earthquake,0.32,0.84,0.195,13,automatic,ci,ci
2019-08-08T01:22:10.220Z,35.6441667,-117.4536667,3.75,2.27,ml,29,62,0.03215,0.16,ci,ci38941488,2019-08-08T09:24:49.620Z,"14km SSW of Searles Valley, CA",earthquake,0.23,0.46,0.14,26,automatic,ci,ci
2019-08-08T01:16:39.150Z,35.9141667,-117.739,1.67,1.38,ml,19,52,0.0729,0.21,ci,ci38941464,2019-08-08T01:20:26.713Z,"15km E of Little Lake, CA",earthquake,0.25,0.46,0.178,18,automatic,ci,ci
2019-08-08T01:16:28.760Z,58.1665,-155.3378333,-0.07,-0.56,ml,4,165,0.04393,0.01,av,av70842529,2019-08-09T00:07:07.620Z,"96km SE of King Salmon, Alaska",earthquake,0.5,4.64,0.086,4,reviewed,av,av
2019-08-08T01:13:18.000Z,35.6831667,-117.5566667,6.47,2.1,ml,27,66,0.06183,0.19,ci,ci38941456,2019-08-08T01:17:14.701Z,"13km ENE of Ridgecrest, CA",earthquake,0.28,0.93,0.196,26,automatic,ci,ci
2019-08-08T01:12:51.630Z,35.83066667,-98.09416667,7.27,2.57,ml,99,70,0.2681473803,0.16,ok,ok2019pkfo,2019-08-08T15:54:09.737Z,"15km WSW of Kingfisher, Oklahoma",earthquake,,0.5,0.23,26,reviewed,ok,ok
2019-08-08T01:11:05.860Z,35.661,-117.4543333,8.82,2.72,ml,32,37,0.0253,0.17,ci,ci38941448,2019-08-08T01:22:22.390Z,"13km SSW of Searles Valley, CA",earthquake,0.27,0.55,0.137,25,automatic,ci,ci
2019-08-08T01:00:53.060Z,58.1905,-155.2911667,1.95,-0.39,ml,4,228,0.02766,0.04,av,av70842524,2019-08-09T00:07:02.320Z,"97km SE of King Salmon, Alaska",earthquake,0.61,0.46,0.156,4,reviewed,av,av
2019-08-08T00:59:25.820Z,37.5618333,-118.8266667,2.68,1.15,md,19,103,0.02821,0.05,nc,nc73244456,2019-08-13T20:02:03.047Z,"13km W of Toms Place, CA",earthquake,0.37,0.77,0.186,15,reviewed,nc,nc
2019-08-08T00:58:14.870Z,35.8978333,-117.7303333,6.59,1.36,ml,19,79,0.0819,0.12,ci,ci38941424,2019-08-08T01:02:01.606Z,"16km ESE of Little Lake, CA",earthquake,0.26,0.73,0.209,16,automatic,ci,ci
2019-08-08T00:57:30.160Z,35.666,-117.4376667,4.07,1.34,ml,18,65,0.01142,0.15,ci,ci38941416,2019-08-08T01:01:13.600Z,"12km SSW of Searles Valley, CA",earthquake,0.3,0.5,0.174,14,automatic,ci,ci
2019-08-08T00:55:15.500Z,38.7761667,-122.7525,2.13,0.28,md,17,78,0.0117,0.06,nc,nc73244451,2019-08-09T17:29:03.666Z,"0km ESE of The Geysers, CA",earthquake,0.33,0.52,0.097,2,reviewed,nc,nc
2019-08-08T00:53:14.060Z,35.9323333,-117.6711667,2.15,2.32,ml,24,48,0.02293,0.14,ci,ci38941400,2019-08-08T00:57:12.967Z,"21km E of Little Lake, CA",earthquake,0.16,0.25,0.13,25,automatic,ci,ci
2019-08-08T00:52:59.460Z,35.9176667,-117.7138333,6.36,1.31,ml,16,65,0.05968,0.16,ci,ci38941392,2019-08-08T00:56:48.502Z,"18km E of Little Lake, CA",earthquake,0.34,0.79,0.224,14,automatic,ci,ci
2019-08-08T00:47:43.010Z,34.424,-119.3138333,10.73,1.71,ml,32,48,0.02971,0.28,ci,ci38941384,2019-08-08T15:24:48.598Z,"7km WSW of Ojai, CA",earthquake,0.33,0.51,0.116,24,reviewed,ci,ci
2019-08-08T00:46:37.899Z,35.8325,-98.089,5,1.79,ml,44,70,0.2699470272,0.3,ok,ok2019pkes,2019-08-12T18:47:08.032Z,"14km WSW of Kingfisher, Oklahoma",earthquake,,1.3,0.25,12,reviewed,ok,ok
2019-08-08T00:46:15.810Z,35.8621667,-117.6626667,7.13,1.22,ml,17,96,0.08613,0.14,ci,ci38941368,2019-08-08T00:50:09.937Z,"24km ESE of Little Lake, CA",earthquake,0.29,1.17,0.164,15,automatic,ci,ci
2019-08-08T00:45:26.626Z,36.5458,70.045,222.1,5.8,mww,,19,1.623,1,us,us60005247,2019-08-14T06:40:34.723Z,"17km E of Farkhar, Afghanistan",earthquake,6.4,5.5,0.061,26,reviewed,us,us
2019-08-08T00:42:45.910Z,53.8651667,-166.7708333,7.17,-0.53,ml,5,139,0.05736,0.09,av,av70842519,2019-08-09T00:06:57.000Z,"15km W of Unalaska, Alaska",earthquake,0.38,0.95,0.164,5,reviewed,av,av
2019-08-08T00:42:35.695Z,64.7204,-146.6395,9.9,0.9,ml,,,,1.03,ak,ak019a3uhfhy,2019-08-08T00:54:54.267Z,"20km ENE of Eielson Air Force Base, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-08T00:40:58.360Z,53.8613333,-166.7748333,8.17,-0.17,ml,5,135,0.05429,0.13,av,av70842514,2019-08-09T00:06:51.690Z,"15km W of Unalaska, Alaska",earthquake,0.48,1.08,0.252,5,reviewed,av,av
2019-08-08T00:34:47.115Z,61.9394,-153.9157,0,1.1,ml,,,,1.03,ak,ak019a3ufqm4,2019-08-08T00:38:00.419Z,"142km SE of McGrath, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-08-08T00:23:55.114Z,59.9421,-139.556,0,1.5,ml,,,,0.59,ak,ak019a3uded6,2019-08-08T00:45:12.026Z,"45km NNE of Yakutat, Alaska",ice quake,,0.5,,,automatic,ak,ak
